"","Word","SemD_P1_U","SemD_P1_W","SemD_P2_U","SemD_P2_W","SemD_H13","ContextCount_P1_U","ContextCount_P1_W","ContextCount_P2_U","ContextCount_P2_W","ContextCount_H13","Freq"
"54","aberystwyth",1.03718229914646,1.91805215228758,1.1013485222394,1.94568322270117,1,126,126,113,113,133,3.43
"55","abet",NA,NA,1.69802860303712,2.42469473104603,NA,NA,NA,130,130,NA,2.25
"56","abetted",1.71057758074619,2.04622271992719,NA,NA,1.958,79,79,NA,NA,81,2.94
"57","abeyance",1.85616921292987,2.20910939247288,1.8227551145376,2.43064895023541,1.982,81,81,80,80,81,2.94
"58","abhor",NA,NA,1.74002857126718,2.36475393239822,NA,NA,NA,103,103,NA,2.64
"59","abhorrent",1.65463130580805,2.02383593512299,1.63950135026653,2.3138810229033,1.779,59,59,59,59,59,2.84
"60","abi",0.941747260307772,1.87030032245396,0.914073670804312,1.9007557977682,1.11,70,70,67,67,75,3.09
"61","abide",1.84935810913761,2.24002450703718,1.81191696441547,2.53072407831511,1.934,269,269,314,314,276,3.5
"62","abiding",1.60799770462605,1.97449901583127,1.57496802995333,2.25478033938522,1.727,287,287,255,255,292,3.3
"63","abigail",0.973772490678005,1.30197882834422,1.04657631729234,1.70278255908672,0.99,46,46,41,41,46,3.07
"64","abilities",1.72841866855219,2.31488337561184,NA,NA,1.719,1032,1032,NA,NA,1051,4.12
"65","ability",1.9654135656372,2.46236570255752,1.9540662304288,2.72111465177487,2.059,6726,6726,6619,6619,6830,4.96
"66","abingdon",0.782815006268426,1.38215691089294,0.701737013692986,1.36785681667264,0.98,239,239,219,219,246,3.65
"67","abject",1.70388397786788,1.68935911923045,1.61754355455026,2.0542846522908,1.876,112,112,108,108,114,3.08
"68","abl",NA,NA,1.38270740002416,2.2439896631447,NA,NA,NA,51,51,NA,1.9
"69","ablaze",1.52013902148723,1.73246739509387,1.47189149928216,2.007072015884,1.664,151,151,151,151,153,3.22
"70","able",2.06761210288427,2.38316553519202,1.99045895716227,2.61027572019564,2.234,19565,19565,16506,16506,19990,5.48
"71","ably",1.72110282912153,2.12186133798246,1.69582186904557,2.35221049843931,1.767,93,93,91,91,96,3
"72","abnormal",1.53455945285643,2.43369995555331,1.54755732204268,2.58519782650215,1.478,547,547,512,512,557,3.91
"73","abnormalities",1.23129673055751,2.07527867838535,NA,NA,1.11,273,273,NA,NA,277,3.64
"74","abnormality",1.34607112246524,2.24655284936319,1.30601285792509,2.24231931539446,1.267,190,190,361,361,193,3.46
"75","abnormally",1.77292737478942,2.58485767100502,1.76392193233806,2.77026037861996,1.726,130,130,125,125,133,3.18
"76","aboard",1.3255856054549,1.71128947234149,1.3028146093753,1.99426326475123,1.387,730,730,686,686,752,3.98
"77","abode",1.5672173069423,2.04259871330578,1.56035663084617,2.37677506214921,1.648,139,139,141,141,142,3.22
"78","abolish",1.6836750719483,2.31904454130582,1.72458241891503,2.50162944893897,1.736,460,460,1370,1370,465,3.75
"79","abolished",1.74541945998056,2.42139436863509,NA,NA,1.772,907,907,NA,NA,922,4.03
"80","abolishing",1.64610981116943,2.24385355400478,NA,NA,1.703,194,194,NA,NA,198,3.32
"81","abolition",1.61218134390479,2.20059019834703,1.57576093749785,2.29088540926864,1.688,861,861,810,810,874,4.06
"82","abolitionist",0.724025424433976,1.23898744819204,0.77132282174198,1.49096442424543,0.715,43,43,55,55,43,2.82
"83","abolitionists",0.646994110524917,1.11594930770591,NA,NA,0.623,57,57,NA,NA,58,3.23
"84","abominable",1.49667219170505,1.61245253125884,1.41618063772049,1.94720664370742,1.698,75,75,73,73,76,2.94
"85","abomination",NA,NA,1.38831081183285,2.04003704392677,NA,NA,NA,55,55,NA,2.71
"86","aboriginal",1.42132287550679,2.07169734665831,1.43483048090726,2.32220807383396,1.364,115,115,114,114,117,3.34
"87","aborigine",NA,NA,1.39414259318178,2.38881954259452,NA,NA,NA,57,57,NA,2.28
"88","aborigines",1.3441166463774,1.94789681345117,NA,NA,1.27,83,83,NA,NA,83,3.18
"89","abort",1.49425411366529,2.39745355401659,1.70120311920582,2.66536729544554,1.278,83,83,169,169,84,3.03
"90","aborted",1.75356170432299,2.42936495885141,NA,NA,1.673,128,128,NA,NA,130,3.2
"91","abortion",1.28370020915044,2.02245611987711,1.30917742750007,2.14140374998222,1.226,500,500,493,493,512,4.09
"92","abortions",1.06644800513852,1.95963647214085,NA,NA,0.98,128,128,NA,NA,131,3.43
"93","abortive",1.61704314378758,2.2319458196962,1.63182339237756,2.47318437425422,1.737,234,234,231,231,237,3.4
"94","abound",1.72126595847128,2.20707719009297,1.75761179418271,2.48545024517869,1.954,262,262,440,440,269,3.44
"95","abounded",1.57059826059004,1.86551970169507,NA,NA,1.798,96,96,NA,NA,98,3.01
"96","abounds",1.72102280907986,2.12752439849615,NA,NA,1.99,76,76,NA,NA,76,2.9
"97","about",2.01126361119852,2.27404285872786,NA,NA,2.266,59619,59619,NA,NA,60941,6.29
"98","above",2.09249807995645,2.45175078892674,NA,NA,2.24,17531,17531,NA,NA,17881,5.41
"99","abraham",1.26194940170606,1.84338754636724,1.23310949505376,2.11728059145644,1.37,243,243,234,234,250,3.71
"100","abrahams",1.20647326096351,1.80890089839174,NA,NA,1.33,58,58,NA,NA,58,2.61
"101","abrams",1.23357390115932,2.09438560468274,1.19165140695165,2.15554454844913,1.25,63,63,44,44,63,2.99
"102","abrasion",1.02350586408599,1.94860997234352,1.27211396159013,2.28937272372311,1.129,53,53,82,82,54,2.84
"103","abrasive",1.43715447403378,1.97424368022114,1.44775117092404,2.27786545004376,1.499,197,197,199,199,200,3.37
"104","abreast",1.72399197607948,2.08181432305212,1.73510327574212,2.420601862931,1.834,175,175,169,169,177,3.29
"105","abridged",1.51708623751244,2.11392705786092,NA,NA,1.626,49,49,NA,NA,49,2.75
"106","abroad",1.85233827252637,2.29048108886753,1.80294421035141,2.44438392957703,1.935,2906,2906,2699,2699,2963,4.59
"107","abrogate",NA,NA,1.66005394424562,2.6773089125225,NA,NA,NA,78,78,NA,2.23
"108","abrogated",1.59013033027761,2.42240706527223,NA,NA,1.609,49,49,NA,NA,51,2.76
"109","abrupt",1.74666819561263,1.99734729087422,1.67651433566321,2.37626235952449,1.833,445,445,429,429,447,3.7
"110","abruptly",1.36936834905509,1.29507890569043,1.29859291011002,1.84699556812583,1.425,1070,1070,1009,1009,1080,4.09
"111","abs",1.07280786670992,1.87358277104289,NA,NA,1.13,50,50,NA,NA,52,2.93
"112","abscess",NA,NA,1.24107749454484,2.33889248475907,NA,NA,NA,62,62,NA,2.71
"113","abscond",NA,NA,1.41567659371837,2.26980252355945,NA,NA,NA,64,64,NA,2.4
"114","abseil",0.45540248738275,0.947098454246948,0.583351316370738,1.25812563380864,0.385,41,41,97,97,43,2.97
"115","abseiling",1.03157660244447,1.60030305205962,NA,NA,1,53,53,NA,NA,55,2.93
"116","absence",2.05930427300023,2.5893310091234,2.04544399683576,2.89649948887106,2.162,4516,4516,4292,4292,4597,4.76
"117","absences",1.68181152430672,2.14009788607611,NA,NA,1.715,134,134,NA,NA,135,3.23
"118","absent",1.98458363780722,2.42756134571918,1.94695076645659,2.74542281829005,2.117,1396,1396,1371,1371,1419,4.19
"119","absentee",1.48828345621503,2.01254385892274,1.48058543280021,2.27660035057306,1.62,116,116,156,156,117,3.18
"120","absenteeism",1.45250206621758,2.16900629752639,1.45694273155844,2.3197769024984,1.409,101,101,96,96,103,3.23
"121","absentees",1.42140081146522,2.07120678099219,NA,NA,1.657,52,52,NA,NA,53,2.92
"122","absolute",1.96634918772559,2.4350409307586,1.94218482675353,2.74163984497071,2.109,2590,2590,2494,2494,2635,4.54
"123","absolutely",1.81807227454731,1.93220492173942,1.74311472617554,2.31061168886658,1.941,3369,3369,3150,3150,3428,4.76
"124","absolution",1.32132198491454,1.70390352453174,1.38305682817409,2.21113920335165,1.422,58,58,57,57,60,2.85
"125","absolutism",1.12331783331046,1.58078899424203,1.0363265547549,1.71148101598526,1.253,49,49,50,50,51,2.8
"126","absolutist",1.01334015102991,1.67744445988707,1.04328192527767,1.79653805054603,1.094,43,43,44,44,43,2.7
"127","absolve",NA,NA,1.63400858957269,2.46145722737781,NA,NA,NA,129,129,NA,2.66
"128","absolved",1.4577982232577,1.95968006462577,NA,NA,1.6,72,72,NA,NA,73,2.93
"129","absorb",1.86440866527102,2.43740630201932,1.88654506775073,2.65643852791693,1.962,692,692,2058,2058,706,3.91
"130","absorbed",1.87391164595983,2.29793864995054,1.5969739617805,2.22446807300227,1.991,1345,1345,126,126,1366,4.19
"131","absorbent",1.39536833938735,2.08844388816292,1.31324796744586,2.18063982413842,1.413,67,67,68,68,72,2.84
"132","absorber",NA,NA,1.26779635531442,2.21072656674157,NA,NA,NA,46,46,NA,2.3
"133","absorbing",1.82831258784743,2.15099537902884,1.6465236804112,2.36739239959902,1.999,408,408,192,192,419,3.63
"134","absorbs",1.44849879174476,2.21885681537996,NA,NA,1.523,146,146,NA,NA,151,3.23
"135","absorption",1.55267599073732,2.63949152733739,1.64595001973634,2.87034555302628,1.474,526,526,486,486,537,3.98
"136","abstain",1.58811076422618,2.32649893657856,1.58346004794303,2.48677573680149,1.694,98,98,224,224,103,3.11
"137","abstained",1.45901049823696,2.2196357987987,NA,NA,1.505,100,100,NA,NA,100,3.05
"138","abstaining",1.48816446816907,2.53435565641468,NA,NA,1.488,48,48,NA,NA,48,2.75
"139","abstention",1.43995811400002,2.18737529415107,1.18625534299638,1.80933003104348,1.479,87,87,224,224,92,3
"140","abstentions",1.09413322536712,1.62853121981584,NA,NA,1.001,166,166,NA,NA,166,3.35
"141","abstinence",1.37689035020099,2.12443352434457,1.37644108229098,2.24318499259268,1.359,108,108,108,108,112,3.18
"142","abstract",1.64528270266789,2.46394234448532,1.68854191650694,2.755695181827,1.663,1623,1623,1651,1651,1647,4.34
"143","abstracted",1.58723191502831,1.99314923463536,1.6195816846631,2.40429462510676,1.694,115,115,62,62,118,3.17
"144","abstracting",1.19245711724936,2.06537129591582,NA,NA,1.166,54,54,NA,NA,55,2.78
"145","abstraction",1.3304558001268,2.05214421750371,1.37601557142137,2.26921929617327,1.407,338,338,397,397,348,3.68
"146","abstractions",1.24197139972095,1.82153482759342,NA,NA,1.336,127,127,NA,NA,130,3.22
"147","abstracts",1.2723754032028,2.24340965062629,NA,NA,1.198,112,112,NA,NA,117,3.21
"148","absurd",1.72582570052681,1.87030235493297,1.65576927185094,2.20875358223087,1.888,824,824,798,798,843,3.98
"149","absurdities",1.63267725724648,1.93302699582105,NA,NA,1.848,54,54,NA,NA,55,2.75
"150","absurdity",1.57660404911458,1.91537549090465,1.54456253450604,2.18092916767632,1.764,214,214,262,262,215,3.4
"151","absurdly",1.64949591038066,1.761913941238,1.61248593849575,2.10344515534034,1.887,173,173,167,167,176,3.27
"152","abta",0.694504032638884,1.39527476227289,0.755646759424826,1.48841792134663,0.63,41,41,40,40,45,2.8
"153","abu",1.11318294319636,1.89813223977589,1.13095685177442,1.96366852772939,1.11,254,254,229,229,256,3.66
"154","abundance",1.6872716413404,2.30009469335198,1.66890760620419,2.60264473113642,1.838,533,533,516,516,541,3.8
"155","abundant",1.56405663274492,2.44710267666346,1.56855922516447,2.71362890142289,1.677,522,522,509,509,529,3.78
"156","abundantly",1.78648342606894,2.28368675079266,1.78888252461936,2.59119558670244,1.877,161,161,153,153,164,3.26
"157","abuse",1.64633822035462,2.18375533254448,1.71457816700126,2.38329706541433,1.665,1946,1946,2407,2407,1984,4.55
"158","abused",1.59314491182493,2.03927113957813,1.28647087097373,1.96237478119858,1.643,552,552,78,78,556,3.87
"159","abuser",NA,NA,1.18287786185099,2.01372537179749,NA,NA,NA,90,90,NA,2.64
"160","abusers",1.18157282621224,2.02559622571791,NA,NA,1.2,67,67,NA,NA,67,2.95
"161","abuses",1.37393460897874,2.03766891940476,NA,NA,1.384,369,369,NA,NA,375,3.66
"162","abusing",1.63019666103687,2.17854873263291,NA,NA,1.651,157,157,NA,NA,161,3.29
"163","abusive",1.38397427916275,2.01738729287629,1.4435463676795,2.24242728802032,1.388,173,173,165,165,177,3.45
"164","abut",NA,NA,1.64333742024533,2.57742021805265,NA,NA,NA,68,68,NA,2.64
"165","abysmal",1.70222090451321,2.00458158259793,1.65218146299912,2.20178934173017,1.879,71,71,71,71,71,2.94
"166","abyss",1.49425629515622,1.74514147911019,1.4345667982696,2.02127447913502,1.65,125,125,126,126,128,3.18
"167","abyssinia",0.828063362208461,1.19116842243833,0.859578806229631,1.50819509343496,0.89,67,67,51,51,67,3.1
"168","ac",1.41735569923628,2.41550529222703,1.48207052399877,2.71081924357382,1.41,557,557,495,495,569,3.9
"169","academia",1.33965399116912,1.94186352791576,1.24041480073722,2.0539062941576,1.384,89,89,81,81,92,3.01
"170","academic",1.57221110341171,2.22429404164516,1.64257684349921,2.40252495264959,1.589,2828,2828,2796,2796,2895,4.68
"171","academically",1.35657413182853,1.99023597107913,1.36429953644204,2.11214368363669,1.355,155,155,148,148,160,3.26
"172","academics",1.54117262837517,2.15128624018901,NA,NA,1.54,603,603,NA,NA,617,3.91
"173","academies",1.40827001344816,2.01172070638321,NA,NA,1.454,58,58,NA,NA,59,2.9
"174","academy",1.46416678208704,2.02483160111342,1.42886952404334,2.22582932174737,1.609,917,917,912,912,934,4.14
"175","academys",1.1689280568559,1.92388205947691,NA,NA,1.3,44,44,NA,NA,45,1
"176","acanthus",NA,NA,NA,NA,0.957,NA,NA,NA,NA,40,2.8
"177","acas",0.891725086537493,1.75196124225488,NA,NA,0.89,43,43,NA,NA,44,2.96
"178","acc",1.23104276986269,2.58927291631885,1.30185364833176,2.65242249314995,1.16,50,50,45,45,51,2.97
"179","accademia",0.636658123744616,1.15845993082182,0.628270905989485,1.24827905498127,0.79,40,40,40,40,41,2.75
"180","accede",1.61291278895813,2.3251357524745,1.61258656981666,2.39389107583307,1.683,89,89,201,201,94,3
"181","acceded",1.56106068069695,2.1927144187357,NA,NA,1.648,99,99,NA,NA,103,3.05
"182","accelerate",1.80558458112534,2.59355228052699,1.8587964440454,2.71877022661269,1.835,363,363,880,880,369,3.62
"183","accelerated",1.83813210618466,2.52772700784439,1.65802799428076,2.63327957108437,1.905,594,594,194,194,605,3.84
"184","accelerates",1.46158286812883,2.57352210065228,NA,NA,1.442,63,63,NA,NA,64,2.86
"185","accelerating",1.71024061458911,2.47681061071733,1.6348493656042,2.64395550848018,1.756,273,273,139,139,276,3.48
"186","acceleration",1.44136463556562,2.47712073017247,1.50616634523708,2.6889238762776,1.438,362,362,338,338,364,3.82
"187","accelerator",1.16182863951544,2.05211108849555,1.14267924554712,2.15122800934444,1.215,212,212,226,226,218,3.52
"188","accent",1.5464570518542,1.57801033801395,1.51417302151695,1.97035243888125,1.662,983,983,1199,1199,995,4.16
"189","accented",1.43692903441181,1.73817577484959,NA,NA,1.392,58,58,NA,NA,59,2.79
"190","accents",1.49168044058818,1.80101153672111,NA,NA,1.576,286,286,NA,NA,290,3.64
"191","accentuate",1.63475441329088,2.33010344814951,1.84793133565322,2.72449479106565,1.752,85,85,336,336,86,2.99
"192","accentuated",1.84627581371322,2.30370971755651,NA,NA,2.007,209,209,NA,NA,209,3.35
"193","accept",2.00559788551778,2.37341686932492,2.00845492738942,2.67688165808344,2.079,6951,6951,11754,11754,7086,4.99
"194","acceptability",1.69335905880293,2.34365831718307,1.6907114942092,2.55485550593925,1.722,234,234,220,220,236,3.45
"195","acceptable",2.01863528665508,2.5019982048289,1.99377366329419,2.74776905413711,2.079,2892,2892,2714,2714,2939,4.56
"196","acceptance",1.91598245817797,2.46895347879679,1.90950632982677,2.71610693519772,1.982,2082,2082,1985,1985,2122,4.42
"197","acceptances",0.817372958061599,1.70278100362058,NA,NA,0.796,52,52,NA,NA,52,2.93
"198","accepted",2.06821086315131,2.4253809019019,1.94886330386381,2.74836798669026,2.177,7030,7030,900,900,7150,4.95
"199","accepting",2.00144988235713,2.44434210695065,NA,NA,2.1,1484,1484,NA,NA,1500,4.25
"200","accepts",1.87257694059796,2.45259330918863,NA,NA,1.95,681,681,NA,NA,696,3.91
"201","access",1.96471652056522,2.61070153907669,1.92317623117928,2.7684584867901,1.919,6392,6392,5763,5763,6539,5.04
"202","accessed",1.35415022934978,2.3225579271339,NA,NA,1.192,266,266,NA,NA,271,3.56
"203","accesses",1.17884262694882,2.28441139084752,NA,NA,1.038,47,47,NA,NA,47,2.95
"204","accessibility",1.59184683492037,2.38648488889793,1.57129699240183,2.53316123644913,1.643,228,228,222,222,232,3.5
"205","accessible",1.85857252174782,2.44499163770885,1.83672018268493,2.66426834609434,1.943,1333,1333,1249,1249,1358,4.21
"206","accessing",1.24488001807366,2.16683841971677,NA,NA,1.174,137,137,NA,NA,138,3.23
"207","accession",1.21831582793389,2.05769445326015,1.32860060148791,2.39117612225985,1.353,412,412,415,415,415,3.73
"208","accessories",1.18321928196803,1.87423479641585,NA,NA,1.292,382,382,NA,NA,396,3.73
"209","accessory",1.47214830874473,2.2111369558859,1.3278899438392,2.24307904682881,1.572,170,170,499,499,174,3.34
"210","accident",1.63363488284441,2.08008394692295,1.65933247384153,2.34298151787365,1.621,3605,3605,3811,3811,3675,4.81
"211","accidental",1.80303038984709,2.32437921087132,1.79622135182447,2.60227388501844,1.884,605,605,581,581,618,3.87
"212","accidentally",1.8469071601213,2.14485532190241,1.77830729788889,2.46416719422111,2.002,479,479,475,475,486,3.74
"213","accidents",1.47167068707742,2.19318944695134,NA,NA,1.416,1102,1102,NA,NA,1128,4.29
"214","acclaim",1.47563612017536,1.91454511177795,1.53532675173514,2.26258341000316,1.68,239,239,366,366,245,3.42
"215","acclaimed",1.36156392708197,1.97234615906426,1.16928189331226,1.92850691588196,1.547,282,282,154,154,291,3.48
"216","acclimatise",NA,NA,1.540478735928,2.40632448191466,NA,NA,NA,67,67,NA,2.59
"217","accolade",1.71901734078878,2.0387542325452,1.66816984646488,2.25701968568902,1.854,144,144,176,176,147,3.22
"218","accommodate",1.96885138183911,2.47007161249395,1.93193615679376,2.73957556903078,2.094,1169,1169,1632,1632,1190,4.14
"219","accommodated",1.8262749633319,2.51833797937304,NA,NA,1.911,384,384,NA,NA,393,3.67
"220","accommodates",1.58590251218811,2.40649532417567,NA,NA,1.678,66,66,NA,NA,67,2.84
"221","accommodating",1.92215124726102,2.37254919987836,NA,NA,2.062,205,205,NA,NA,208,3.36
"222","accommodation",1.55521982137669,2.25848250002255,1.58494724450195,2.39311112059146,1.571,2376,2376,2142,2142,2432,4.64
"223","accompanied",2.00043032125655,2.41758518314849,NA,NA,2.162,2930,2930,NA,NA,2997,4.52
"224","accompanies",1.7753095433056,2.36662415167162,NA,NA,1.927,216,216,NA,NA,220,3.37
"225","accompaniment",1.17915513704506,1.88045111913746,1.19800402569407,2.13321037562565,1.35,322,322,349,349,330,3.62
"226","accompaniments",0.704654658368082,1.53275140821699,NA,NA,0.916,50,50,NA,NA,50,2.79
"227","accompany",1.93641313565964,2.23473504499918,1.98428021022039,2.73116900971013,2.054,800,800,3855,3855,817,3.95
"228","accompanying",1.94613475992847,2.52981514926495,1.87167883878554,2.81573827284411,2.06,898,898,577,577,918,4.01
"229","accompli",1.69222558006082,2.16831636281932,1.70053206082208,2.60166311656034,1.74,66,66,62,62,66,1.3
"230","accomplice",1.41702364598283,1.75467031713888,1.40433802986738,2.07416989210332,1.513,160,160,219,219,161,3.29
"231","accomplices",1.39772747893984,1.96215363486335,NA,NA,1.508,67,67,NA,NA,67,2.88
"232","accomplish",1.81038892072749,2.25285364813514,1.8963283011233,2.74020552512033,1.879,237,237,833,833,242,3.41
"233","accomplished",1.93560048596604,2.33284826857841,1.55594013679661,2.20276989258248,2.12,865,865,258,258,879,3.97
"234","accomplishing",NA,NA,NA,NA,2.078,NA,NA,NA,NA,49,2.74
"235","accomplishment",1.66890320549324,2.07767196603075,1.6452567130785,2.33295274416358,1.834,122,122,195,195,123,3.13
"236","accomplishments",1.61338594797329,2.03982992314667,NA,NA,1.774,81,81,NA,NA,83,2.96
"237","accord",1.85480079546805,2.50238218348707,2.06952154023358,2.79188096101342,1.882,976,976,11237,11237,991,4.06
"238","accordance",1.74029190089999,2.6017750884969,1.77229968130187,2.79278054160711,1.706,1534,1534,1367,1367,1582,2.52
"239","accorded",1.82038526309782,2.37110929151336,NA,NA,1.89,452,452,NA,NA,459,3.7
"240","according",2.08435247721095,2.54007462264912,NA,NA,2.219,11717,11717,NA,NA,11935,3.05
"241","accordingly",1.92539426388723,2.5640673926086,1.95983039678676,2.89106537810573,1.963,1952,1952,1803,1803,2010,4.36
"242","accordion",1.05086594661285,1.32224562440446,1.02328254191515,1.45787348639055,1.194,71,71,77,77,71,2.95
"243","accords",1.6825953263853,2.44776739649971,NA,NA,1.749,227,227,NA,NA,228,3.4
"244","accost",NA,NA,1.51307552706843,1.87239943965082,NA,NA,NA,79,79,NA,2.34
"245","accosted",1.51796714241782,1.40174861493848,NA,NA,1.71,52,52,NA,NA,52,2.77
"246","account",2.02220453301581,2.49704974974473,2.02929912720232,2.76134373281392,2.108,10493,10493,12085,12085,10710,5.2
"247","accountability",1.31713811712458,2.00760348833371,1.32235028753545,2.10556904592506,1.321,634,634,569,569,649,4.08
"248","accountable",1.49489780408325,2.16124127019352,1.48908256140761,2.25326275150912,1.521,483,483,447,447,493,3.82
"249","accountancy",1.07189763513893,1.87277698259641,1.11093310682741,1.93012712151564,1.036,483,483,424,424,491,3.91
"250","accountant",1.4730257816424,2.00512689950118,1.45638193326691,2.2069034640389,1.487,537,537,1075,1075,547,3.98
"251","accountants",1.28089422728692,1.99904447624467,NA,NA,1.265,797,797,NA,NA,818,4.09
"252","accounted",1.83626969244451,2.56081774618733,NA,NA,1.882,1148,1148,NA,NA,1171,4.15
"253","accounting",1.30048325484095,2.22055607734531,1.26047298285348,2.13710067711665,1.331,1543,1543,908,908,1570,4.57
"254","accounts",1.77585717713781,2.39821218554557,NA,NA,1.753,3946,3946,NA,NA,4051,4.86
"255","accoutrement",NA,NA,1.54016634279534,2.02852413190997,NA,NA,NA,50,50,NA,1.84
"256","accreditation",1.16812123876947,1.94540003951649,1.16250285495188,2.04569334906397,1.126,171,171,163,163,175,3.46
"257","accredited",1.38471577372556,2.2350988026428,1.50226241310336,2.45116275644015,1.341,167,167,82,82,174,3.33
"258","accretion",1.0702139874099,1.91429353991886,1.33238540253808,2.54345411680318,1.132,70,70,77,77,70,3.06
"259","accrual",NA,NA,0.55512622558841,1.27411770507109,NA,NA,NA,57,57,NA,2.64
"260","accrue",1.68681965397414,2.38156771614671,1.70307352515994,2.63298075869611,1.695,169,169,397,397,173,3.3
"261","accrued",1.53409610213862,2.60281953798235,1.02357863166033,2.14770520825224,1.433,179,179,62,62,182,3.42
"262","accruing",1.57993755746759,2.5151806543732,NA,NA,1.517,117,117,NA,NA,120,3.14
"263","accumulate",1.7719923599644,2.49884826565184,1.87878125189297,2.79319044713717,1.872,319,319,913,913,321,3.58
"264","accumulated",1.93260454062573,2.48898420647746,1.90096706003469,2.68040193823466,2.048,703,703,258,258,710,3.9
"265","accumulates",1.27432592874129,2.1794045398518,NA,NA,1.394,77,77,NA,NA,78,2.9
"266","accumulating",1.81483456683748,2.49514762867009,NA,NA,1.96,200,200,NA,NA,201,3.35
"267","accumulation",1.54752644418994,2.48936156838005,1.59515708364164,2.71932012747909,1.554,601,601,613,613,611,3.96
"268","accumulations",1.37656389514833,2.49004777942012,NA,NA,1.467,68,68,NA,NA,68,2.91
"269","accumulator",0.510941018784413,1.36888364297307,0.840817588313682,2.14010114923972,0.498,60,60,59,59,60,3.35
"270","accuracy",1.81949893916854,2.43810281007658,1.83242391803982,2.7396064850229,1.881,1285,1285,1204,1204,1311,4.23
"271","accurate",1.94322232727281,2.4238302667795,1.94228783162254,2.7476816229138,2.047,2329,2329,2217,2217,2375,4.46
"272","accurately",1.91161232660624,2.42799488867453,1.92587175578154,2.81285249523219,2.014,1215,1215,1157,1157,1239,4.15
"273","accusation",1.72661210289466,1.99676854473727,1.76484629960766,2.47708357132153,1.774,391,391,962,962,398,3.65
"274","accusations",1.78092328707029,2.21263816554571,NA,NA,1.841,620,620,NA,NA,625,3.85
"275","accuse",1.76996304060258,1.95846907351929,1.63237341316427,2.23703743445987,1.873,309,309,3462,3462,315,3.56
"276","accused",1.61111898872438,2.0915771381179,1.10712045895656,1.96388889005473,1.717,3324,3324,353,353,3363,4.69
"277","accuser",NA,NA,1.51953030392857,2.17632392123723,NA,NA,NA,45,45,NA,2.47
"278","accuses",1.63483767546932,2.09868074164073,NA,NA,1.769,111,111,NA,NA,114,3.1
"279","accusing",1.73137703854681,2.02897533403953,1.47564713640927,1.84911708033989,1.831,489,489,66,66,493,3.74
"280","accusingly",1.1795295289849,0.900636090775774,1.11160677124875,1.41045547999105,1.295,92,92,90,90,94,3.01
"281","accustom",NA,NA,1.79435808646631,2.49816821905399,NA,NA,NA,199,199,NA,2.54
"282","accustomed",1.84386090772829,2.03815654090225,1.76536436389826,2.40326325216228,1.999,813,813,659,659,830,3.97
"283","ace",1.00600793694063,1.74716384942626,1.10281748110851,1.92517319080543,1.264,649,649,648,648,660,4.28
"284","acer",0.83274261648145,1.49461031812733,0.699829940407382,1.43858907230683,0.88,59,59,62,62,62,3.1
"285","aces",0.89960336463661,1.69348800984265,NA,NA,1.116,182,182,NA,NA,182,3.18
"286","acetate",1.20366832246444,2.4001569332775,1.30334284339599,2.53315167644784,1.148,94,94,91,91,94,3.16
"287","acetic",0.920886725251477,2.04239950807404,1.00591742252926,2.11603960820137,0.803,77,77,69,69,78,3.04
"288","ach",0.966446624999158,1.00817946306418,1.30004048825794,1.85618696933537,1.05,69,69,202,202,71,2.99
"289","ache",1.32358947043614,1.23132428244227,1.17895172600328,1.57475380236354,1.399,307,307,657,657,311,3.61
"290","ached",1.20281989697378,0.968197430189993,NA,NA,1.294,240,240,NA,NA,246,3.46
"291","aches",1.3375311253383,1.76252762033954,NA,NA,1.365,140,140,NA,NA,141,3.25
"292","acheson",0.814047916557559,1.4956640569959,0.900342198330589,1.70874997950833,0.77,65,65,60,60,66,3.19
"293","achievable",1.70405500475998,2.24371927537952,1.65886126680764,2.44498719409391,1.736,157,157,153,153,163,3.33
"294","achieve",1.97272151613928,2.45916480762888,2.0237176679057,2.74881265687753,2.069,5297,5297,10298,10298,5404,4.83
"295","achieved",2.04913743677022,2.52766065616532,NA,NA,2.142,6306,6306,NA,NA,6457,4.9
"296","achievement",1.81983464272852,2.28727594555866,1.83623755291787,2.49515875085489,1.866,2381,2381,3160,3160,2437,4.49
"297","achievements",1.81316722581138,2.23248588641221,NA,NA,1.893,1280,1280,NA,NA,1303,4.18
"298","achiever",NA,NA,1.42624642058088,2.06598608735509,NA,NA,NA,81,81,NA,2.32
"299","achievers",1.33780767627553,1.96985683150727,NA,NA,1.355,59,59,NA,NA,59,2.78
"300","achieves",1.77134304801295,2.31371833882478,NA,NA,1.927,310,310,NA,NA,316,3.53
"301","achieving",1.88431173393867,2.41637160040716,NA,NA,1.921,1596,1596,NA,NA,1631,4.27
"302","achilles",1.29539034725707,1.71839128500745,1.20392592748607,1.93496028287781,1.531,153,153,142,142,157,3.32
"303","aching",1.28986690096858,1.30277416738767,1.23284397912857,1.72933058190892,1.366,384,384,230,230,390,3.67
"304","acid",1.44434441319348,2.5424072376252,1.54102114945643,2.67455374861961,1.437,1858,1858,1742,1742,1891,4.69
"305","acidic",1.29006722767766,2.39520740764227,1.34817206803934,2.58342513863581,1.278,143,143,137,137,145,3.28
"306","acidification",0.677138565088248,1.50964371304474,0.738220090796958,1.63499766442994,0.666,55,55,50,50,57,3.08
