Word,cosMean,SemD,WordCount,nContexts
breakfasts,0.272688748,1.874672926,126,110
breaking,0.228069792,2.132452724,3268,2992
breaks,0.21936975,2.188563494,1577,1395
breakthrough,0.203305839,2.298276446,671,615
breakthroughs,0.230946067,2.114372119,54,54
bream,0.505903948,0.983064597,414,79
breast,0.295922174,1.756710293,1667,1172
breasted,0.32061559,1.641083514,198,152
breastfeeding,0.361620495,1.467451649,156,77
breasts,0.475034907,1.073894563,1094,878
breath,0.406168339,1.29985031,4582,3668
breathe,0.312367719,1.678682724,970,815
breathed,0.420324397,1.250424897,783,740
breather,0.262591741,1.929106553,91,81
breathes,0.330762335,1.596133135,89,87
breathing,0.318943933,1.648625259,2173,1756
breathless,0.405589263,1.301908635,442,399
breathlessly,0.508239807,0.976418718,169,168
breaths,0.393980289,1.343804643,173,160
breathtaking,0.269567811,1.891279858,323,307
brecon,0.265373927,1.91390146,122,97
bred,0.225487964,2.148877669,841,684
breeches,0.41642038,1.263887418,201,168
breed,0.22549217,2.148850759,1824,1029
breeder,0.232181202,2.106676924,219,151
breeders,0.25151836,1.991264379,320,225
breeding,0.234904066,2.089856412,2135,1148
breeds,0.229226472,2.125154433,747,388
breeze,0.370126468,1.433909789,1284,843
breezes,0.349576845,1.516318467,92,87
breezy,0.31193784,1.680669522,83,82
bremen,0.240126504,2.058133446,140,101
bremner,0.362495793,1.463963844,105,57
brenda,0.292722203,1.772395917,391,203
brendan,0.292984473,1.771103887,190,163
brennan,0.215364451,2.215147966,154,116
brent,0.206766063,2.273928684,334,246
brentford,0.34328086,1.542538674,177,125
brentwood,0.378912411,1.400063699,64,50
brereton,0.542426973,0.882499174,67,41
brest,0.394102166,1.343358415,76,55
brethren,0.294495757,1.763681246,152,137
breton,0.258049479,1.954280376,138,99
brett,0.288194123,1.794887179,241,165
bretton,0.317500181,1.655170681,97,61
brevity,0.232224122,2.106410255,120,114
brew,0.270763269,1.884896053,325,270
brewed,0.288742335,1.792145446,160,122
brewer,0.232426255,2.105155049,274,198
breweries,0.272077276,1.877911627,243,164
brewers,0.27092023,1.884059968,471,232
brewery,0.276637205,1.853932898,638,321
brewing,0.250348034,1.997992971,560,334
brews,0.301202324,1.731195195,55,49
brezhnev,0.353114774,1.501790913,125,84
brian,0.28403425,1.815863188,3716,2457
brians,0.374403249,1.417335141,101,66
briar,0.294897131,1.761716309,62,50
bribe,0.249716573,2.00163652,233,205
bribed,0.312606853,1.677578688,91,90
bribery,0.244494709,2.032124851,223,187
bribes,0.245867891,2.024044757,199,154
bric,0.249410917,2.003403481,66,66
brice,0.214388518,2.221700455,59,48
brick,0.277540848,1.849227973,1831,1339
bricklayer,0.320051335,1.643624769,57,51
bricks,0.246153896,2.022367523,754,563
brickwork,0.316920037,1.657809217,252,200
bridal,0.323458908,1.628345648,126,94
bride,0.363897637,1.458395412,931,627
bridegroom,0.358458006,1.480123982,107,84
brides,0.339262982,1.559524072,303,207
bridesmaid,0.408342262,1.292149207,80,65
bridesmaids,0.3378725,1.565449163,101,64
bridge,0.233479406,2.098632794,5938,3503
bridged,0.208468896,2.26209595,103,96
bridgend,0.3436011,1.54119344,150,88
bridges,0.226790302,2.140569147,968,775
bridget,0.306346786,1.706762378,430,190
bridgewater,0.263487243,1.924194983,84,64
bridging,0.175714063,2.508698436,265,191
bridgwater,0.240743628,2.054430482,65,50
bridle,0.309163235,1.693559327,229,139
bridled,0.401587918,1.316212231,51,47
bridlington,0.310828363,1.68580994,72,53
brief,0.2158398,2.211967175,5091,4569
briefcase,0.409920443,1.286584155,309,251
briefed,0.245077423,2.028690508,243,227
briefest,0.284217068,1.814934898,71,71
briefing,0.215629329,2.213374674,587,452
briefings,0.226994952,2.139267882,114,97
briefly,0.213800281,2.225664345,2857,2702
briefs,0.218008789,2.197541795,144,115
brig,0.306310118,1.706935074,270,192
brigade,0.273921529,1.868165436,1014,692
brigades,0.262951671,1.927130431,107,89
brigadier,0.352568552,1.504024297,351,198
briggs,0.232543361,2.104428343,191,136
bright,0.302858658,1.723283438,5052,4271
brighten,0.264046943,1.921133656,140,136
brightened,0.405825809,1.301067479,145,143
brightening,0.314813251,1.667431829,79,78
brighter,0.229043326,2.126307569,486,439
brightest,0.247264974,2.015870207,238,201
brightly,0.32828533,1.606977813,742,697
brightness,0.277151265,1.851254501,358,303
brighton,0.264160788,1.920511767,1259,800
brightons,0.312034155,1.680224142,53,44
brigitte,0.316764216,1.658518726,72,60
brill,0.267177341,1.904130436,72,62
brilliance,0.304070989,1.717519916,356,338
brilliant,0.287281284,1.799464087,2609,2352
brilliantly,0.285191892,1.809995129,476,461
brim,0.352602139,1.50388687,182,170
brimmed,0.400558405,1.319915478,75,74
brimming,0.297094351,1.751006921,138,135
brindle,0.231767289,2.10925113,60,51
brine,0.271854433,1.879093743,171,115
bring,0.210340025,2.249204691,12435,10682
bringing,0.203947583,2.293729685,4191,3942
brings,0.208791792,2.259863097,2847,2655
brink,0.249576216,2.002447642,390,380
brisbane,0.335311587,1.576425755,140,108
brisk,0.306328961,1.706846326,458,433
briskly,0.449722569,1.152892808,446,430
bristle,0.247808671,2.012701423,81,69
bristled,0.386210201,1.372541822,73,72
bristles,0.270791745,1.884744337,119,89
bristling,0.350122327,1.51406903,121,121
bristol,0.230142411,2.119401224,2655,1743
bristols,0.265366295,1.913942953,71,56
bristow,0.257919064,1.955009682,66,40
brit,0.376544835,1.40910644,157,139
britain,0.211081561,2.244127535,18814,11087
britains,0.246951903,2.017698007,4838,3607
britannia,0.240034888,2.058683985,248,189
britannica,0.263546734,1.923869284,65,56
british,0.209970464,2.25174169,33813,16959
briton,0.336350121,1.571964316,234,204
britons,0.296565704,1.753576328,515,383
brits,0.36161841,1.467459968,180,163
brittan,0.284183589,1.815104852,135,113
brittany,0.304173229,1.71703491,263,182
britten,0.405846737,1.30099308,145,68
brittens,0.502386217,0.99313121,78,52
brittle,0.252261815,1.987006253,430,344
britton,0.205718284,2.28125807,78,63
brixton,0.241762987,2.048334707,314,221
broach,0.338704699,1.561900093,57,56
broached,0.262638184,1.928851417,76,76
broad,0.174066557,2.522289045,5094,4287
broadbent,0.250265826,1.998466791,71,52
broadcast,0.228797415,2.127857342,1428,1129
broadcaster,0.2848783,1.811582362,177,164
broadcasters,0.341126179,1.551622619,311,193
broadcasting,0.254253035,1.975663101,1693,919
broadcasts,0.221837557,2.172424463,583,460
broaden,0.176371182,2.503313242,295,288
broadened,0.166715828,2.584537016,241,233
broadening,0.177226037,2.496337524,229,213
broader,0.188128435,2.410210167,1320,1196
broadest,0.192381877,2.377955193,149,147
broadhurst,0.359984497,1.473993319,97,40
broadly,0.171471139,2.54396232,1513,1416
broads,0.280286644,1.835025094,113,62
broadsheet,0.276799166,1.8530885,52,45
broadside,0.253408669,1.980462216,84,73
broadway,0.33581679,1.57425373,398,282
brocade,0.418647359,1.25619257,88,79
broccoli,0.304485473,1.715554698,101,71
brochure,0.272058193,1.878012819,709,476
brochures,0.241500826,2.049899973,283,248
brock,0.239973525,2.059052845,87,60
brocklebank,0.4068223,1.297529333,114,81
brodie,0.287298437,1.799377949,76,58
brogues,0.462356733,1.112921696,56,50
broke,0.288163997,1.795037998,4677,4197
broken,0.242258621,2.045380087,6412,5464
broker,0.208572533,2.261378913,530,389
brokerage,0.216245054,2.209260961,96,72
brokered,0.269257534,1.892941384,55,49
brokers,0.251195709,1.993116272,554,418
broking,0.284732543,1.8123207,91,77
brom,0.580667136,0.784216711,75,52
bromide,0.189958227,2.396245898,83,55
bromley,0.244028702,2.034877253,213,151
brompton,0.258600329,1.951203983,131,103
bromwich,0.313353062,1.674139003,128,104
bronchial,0.242258181,2.045382709,61,53
bronchitis,0.228242523,2.131360494,151,121
bront,0.350255315,1.513521151,54,46
bronx,0.352587891,1.503945167,60,53
bronze,0.265034198,1.915749568,1478,964
bronzed,0.431513816,1.212521344,81,79
bronzes,0.357195072,1.48521592,152,106
brooch,0.358464599,1.480097444,158,117
brooches,0.353315898,1.500969427,113,50
brood,0.282143401,1.825499488,257,205
brooded,0.433143756,1.207082175,81,79
brooding,0.357746159,1.482991819,283,267
broods,0.321961469,1.635040051,60,50
brook,0.235931918,2.083557485,579,361
brooke,0.252621197,1.984952395,710,354
brookes,0.253784966,1.978321486,109,88
brooklands,0.295457095,1.758979451,106,43
brooklyn,0.312804328,1.676667619,193,146
brooks,0.245168082,2.028156924,406,270
brookside,0.374172979,1.418222718,81,60
broom,0.297517324,1.748954417,327,250
broome,0.327928021,1.608548913,82,51
bros,0.234913295,2.089799728,231,155
broth,0.318614063,1.650118148,144,101
brothel,0.353270295,1.501155649,165,136
brothels,0.320717089,1.640626866,74,62
brother,0.321208432,1.638418329,7243,4870
brotherhood,0.253152288,1.981922574,277,204
brotherly,0.304985576,1.71318708,75,73
brothers,0.27897216,1.841806939,3801,2805
brough,0.294952885,1.761443574,114,79
brought,0.228864145,2.127436633,17731,14637
broughton,0.275263499,1.861114777,156,113
brow,0.407814094,1.29401646,725,664
brown,0.249851412,2.000857726,8156,5609
browne,0.230350891,2.118094916,468,284
browned,0.401004479,1.318309744,97,82
brownie,0.341074328,1.551841925,309,118
brownies,0.354082089,1.497844225,312,106
browning,0.263739515,1.922814353,428,216
brownings,0.524861087,0.929992454,87,50
brownish,0.257514414,1.957274908,94,83
browns,0.240564068,2.055506926,408,341
brows,0.515204578,0.956782682,387,363
browse,0.214173511,2.223148036,194,182
browsing,0.222942712,2.165255057,191,150
brs,0.361716474,1.467068788,228,140
bruce,0.259410705,1.946690077,1404,968
bruces,0.304625778,1.714890065,81,57
bruges,0.272005956,1.878289852,174,115
bruise,0.371443266,1.428786222,170,151
bruised,0.341539265,1.549876648,491,467
bruises,0.349621418,1.516134526,335,304
bruising,0.293433629,1.768893873,264,244
brunei,0.250407225,1.997651904,128,68
brunel,0.228199341,2.131633472,165,114
brunette,0.437510173,1.192611532,55,51
brunner,0.234671903,2.091282977,89,41
bruno,0.284805372,1.811951735,350,215
brunswick,0.229424147,2.123910853,105,88
brunt,0.226405519,2.14301897,209,188
brush,0.2501794,1.998965095,1798,1217
brushed,0.390536871,1.356469334,853,808
brushes,0.271152755,1.882822267,454,303
brushing,0.343468337,1.541750988,486,415
brusque,0.361132836,1.469398492,96,95
brusquely,0.411537373,1.280904643,107,106
brussels,0.227931663,2.133326744,1399,990
brutal,0.256052647,1.965487619,696,659
brutality,0.26303919,1.926650334,303,276
brutally,0.261394695,1.935698233,266,264
brute,0.31787171,1.653483469,257,242
brutish,0.320852873,1.640016191,63,60
