Word,SemD_P1_U,SemD_P1_W,SemD_P2_U,SemD_P2_W,SemD_H13,ContextCount_P1_U,ContextCount_P1_W,ContextCount_P2_U,ContextCount_P2_W,ContextCount_H13
acrylic,0.871800751,1.756024145,0.929424765,2.020843356,0.941,140,140,145,145,145
acrylics,,,,,0.731,,,,,42
act,1.934788328,2.466131991,2.021902666,2.720778897,1.99,12897,12897,14887,14887,13183
acted,1.914360806,2.283535843,,,2.088,1999,1999,,,2033
acting,1.952587398,2.395085342,1.508961944,2.32219368,2.008,3813,3813,687,687,3892
action,2.00561694,2.387762557,1.979890968,2.648336121,2.097,12932,12932,12685,12685,13202
actionable,0.752046243,1.462456818,0.797323317,1.666484913,0.781,63,63,51,51,64
actions,1.830657862,2.357460511,,,1.873,3450,3450,,,3494
activate,1.635634176,2.809955751,1.722700768,2.978277111,1.437,233,233,656,656,237
activated,1.6798466,2.7917301,1.374360056,2.70583208,1.535,509,509,109,109,515
activates,1.466591939,2.620275572,,,1.225,81,81,,,82
activating,1.302408631,2.668342197,,,1.23,122,122,,,125
activation,1.280653932,2.409355943,1.319327954,2.519681706,1.063,303,303,257,257,305
activator,0.952650095,2.231516885,1.10482663,2.331418653,0.938,68,68,80,80,69
active,2.017637382,2.602905016,1.995448782,2.819384785,2.06,5248,5248,4778,4778,5355
actively,2.000210781,2.535039576,1.938108689,2.724314129,2.073,1313,1313,1272,1272,1341
activism,1.390820856,2.060250339,1.355731527,2.174115103,1.515,99,99,93,93,99
activist,1.528312161,2.018787702,1.467229758,2.110365221,1.639,278,278,863,863,286
activists,1.435966877,2.020619942,,,1.5,686,686,,,702
activities,1.958433337,2.503198605,,,1.972,7404,7404,,,7593
activity,2.015603206,2.607874046,2.014347265,2.723738957,2.007,7035,7035,10710,10710,7160
acton,1.575417432,1.928659584,1.578606898,2.120518291,1.72,98,98,101,101,100
actor,1.132159746,1.448402607,1.293021547,1.916212086,1.208,1242,1242,1782,1782,1269
actors,1.257385074,1.758384455,,,1.271,1130,1130,,,1157
actress,1.142089906,1.291860681,1.138994548,1.525881954,1.269,796,796,829,829,817
actresses,1.129516749,1.346454203,,,1.203,145,145,,,152
acts,1.870938824,2.470787716,,,1.918,3404,3404,,,3449
actual,1.994786355,2.504951592,2.006850556,2.81424102,2.097,4515,4515,4098,4098,4597
actuality,1.499560053,1.967497732,1.487560114,2.234280793,1.625,121,121,122,122,121
actually,1.927583288,2.214757542,1.91374196,2.543493327,2.093,10388,10388,9183,9183,10580
actuarial,1.001288812,2.014861882,1.023350356,2.088144044,1.009,87,87,80,80,93
actuaries,0.970532487,1.831141658,,,0.957,58,58,,,63
actuary,0.743385642,1.552421787,1.006857802,1.911410864,0.741,41,41,74,74,44
acumen,1.446911516,1.809153919,1.475211662,2.229037292,1.66,100,100,98,98,102
acupuncture,1.050687977,1.841431272,1.073036394,1.949968058,1.046,90,90,81,81,93
acute,1.776321321,2.5381589,1.769311288,2.709567952,1.768,1511,1511,1413,1413,1541
acutely,1.867519471,2.215950674,1.817568241,2.587820151,1.961,376,376,373,373,380
ad,1.712083493,2.342660567,1.736972513,2.534715678,1.755,2062,2062,2076,2076,2098
ada,1.477249119,2.254415588,1.386667461,2.410053783,1.56,109,109,102,102,112
adage,1.842471169,2.12683872,1.834322512,2.491197792,1.985,110,110,109,109,110
adair,1.447895089,2.020006991,1.391026586,2.10721044,1.58,56,56,55,55,57
adam,1.324579482,1.877732347,1.331584707,2.164766438,1.564,1094,1094,990,990,1110
adamant,1.79900996,1.947353916,1.724101887,2.293327327,1.952,351,351,343,343,354
adamantly,1.869768284,2.225531075,1.772367595,2.671288528,1.848,58,58,58,58,59
adams,1.551503533,1.975507256,1.427861328,2.134521046,1.76,772,772,551,551,787
adamson,1.585846561,2.071959746,1.509871034,2.268254278,1.72,57,57,55,55,57
adapt,1.917269352,2.430326804,1.931538465,2.759088238,1.989,871,871,2211,2211,883
adaptability,1.613032027,2.385721693,1.56545762,2.480041499,1.671,136,136,128,128,137
adaptable,1.750210605,2.312241696,1.707074861,2.602936399,1.879,214,214,207,207,220
adaptation,1.609117591,2.343144074,1.629542289,2.670238663,1.686,585,585,732,732,591
adaptations,1.363743714,2.308306504,,,1.375,259,259,,,263
adapted,1.861201461,2.446049935,1.62266043,2.726413937,1.964,1279,1279,71,71,1299
adapter,0.806831546,1.417526849,0.746025745,1.374342734,0.926,48,48,54,54,51
adapting,1.9468986,2.400579492,,,2.029,293,293,,,300
adaptive,1.118072969,1.99911732,1.182324435,2.257254234,1.136,208,208,189,189,211
adaptor,0.926994594,1.694724369,0.930985515,1.800413621,0.942,149,149,173,173,153
adaptors,0.973446514,1.602872032,,,1.038,59,59,,,63
adapts,1.833963592,2.450026025,,,1.988,70,70,,,70
add,1.928748718,2.465520192,1.957238365,2.66498182,2.063,5284,5284,15136,15136,5399
added,1.954608413,2.279644869,1.912906053,2.699760548,2.138,11649,11649,1395,1395,11878
adder,,,1.312400864,2.167040402,,,,46,46,
addict,1.209018639,1.658761904,1.411273821,2.070836762,1.2,140,140,448,448,143
addicted,1.367995166,1.818658859,,,1.372,230,230,,,235
addiction,1.183678447,1.967130418,1.291657517,2.163048549,1.098,347,347,315,315,351
addictive,0.876657707,1.834539933,1.056030849,2.159184315,0.86,180,180,150,150,185
addicts,1.259732755,1.866880988,,,1.277,165,165,,,168
adding,2.031414502,2.534927054,,,2.175,2673,2673,,,2729
addis,1.019321031,1.662094711,1.056428972,1.832100745,0.9,97,97,80,80,98
addison,1.486830095,2.114423492,1.400918532,2.193762723,1.54,77,77,81,81,79
addition,2.155609127,2.762855201,2.116247483,2.95687957,2.236,7922,7922,7433,7433,8071
additional,2.087976774,2.765374559,2.049706758,2.959590217,2.144,5363,5363,4886,4886,5479
additionally,2.015490997,2.762087773,1.960432022,3.012345467,2.055,518,518,500,500,529
additions,1.770185684,2.568674488,,,1.885,522,522,,,532
additive,1.567070219,2.443836775,1.414735437,2.470642082,1.573,115,115,229,229,117
additives,1.136421771,1.956305601,,,1.197,152,152,,,155
address,1.938075781,2.368503244,1.962850036,2.630085752,1.976,4487,4487,6943,6943,4576
addressed,2.010502892,2.43395161,1.531918055,2.547030267,2.051,2330,2330,93,93,2382
addressee,0.787592137,1.406724407,0.841585261,1.708387576,0.771,87,87,82,82,88
addresses,1.841671163,2.418609586,,,1.861,948,948,,,977
addressing,1.989434996,2.442626633,,,2.035,869,869,,,881
adds,1.767649614,2.284101938,,,1.93,1874,1874,,,1920
adduce,,,1.481139534,2.5599,1.041,,,147,147,45
adduced,1.53914189,2.351495695,,,1.552,95,95,,,100
ade,0.935782258,1.760216163,1.06611323,2.093696005,0.97,308,308,267,267,310
adelaide,1.331587655,1.945955166,1.302668776,2.135130625,1.43,142,142,138,138,144
adele,1.358084795,1.77111027,1.347977126,2.058806316,1.48,52,52,51,51,53
aden,1.133625257,2.008098191,1.220758072,1.980838971,1.17,80,80,77,77,81
adenauer,0.441505188,0.872934218,0.453253903,0.974478947,0.48,46,46,40,40,46
adenocarcinoma,0.753131112,1.350240986,0.675484802,1.285838563,0.608,42,42,40,40,42
adenoma,,,0.592326914,1.115770823,,,,41,41,
adept,1.789646651,2.096856399,1.695472962,2.388822372,1.955,247,247,249,249,255
adequacy,1.636733309,2.459506258,1.636134527,2.606076136,1.656,237,237,226,226,241
adequate,2.005668685,2.565639565,1.999348618,2.790257813,2.076,2907,2907,2709,2709,2964
adequately,1.941759693,2.450279787,1.928517099,2.741814844,2.037,1000,1000,957,957,1022
ades,0.791361915,1.572797523,0.831227805,1.751551452,0.85,63,63,59,59,64
adhere,1.974291897,2.698761587,2.003350114,2.902038493,2.011,300,300,685,685,304
adhered,1.947659941,2.491571363,,,2.026,281,281,,,287
adherence,1.881694931,2.553061388,1.884969653,2.845264701,1.966,342,342,334,334,351
adherent,1.298645803,2.489099471,1.540434036,2.644426036,1.228,52,52,221,221,52
adherents,1.398803917,2.070249122,,,1.52,181,181,,,182
adhering,1.927051896,2.620707137,,,2.072,107,107,,,108
adhesion,1.105482478,2.222585775,1.282282251,2.465928509,1,112,112,109,109,112
adhesive,0.918918701,1.745704457,1.057525262,2.108026451,0.98,216,216,214,214,220
adhesives,0.883514149,1.654003432,,,0.989,49,49,,,51
adidas,1.019976517,1.553160105,,,1.13,52,52,,,53
adjacent,1.75509312,2.604725857,1.753974446,2.865162717,1.854,1267,1267,1179,1179,1283
adjectival,0.437331819,0.963474828,,,0.408,47,47,,,48
adjective,0.887840722,1.681824444,1.095559849,2.224057022,0.823,188,188,285,285,190
adjectives,0.908595321,1.686005169,,,0.845,204,204,,,207
adjoin,,,1.38523749,2.316821678,,,,260,260,
adjoining,1.545866622,2.168910362,1.521940566,2.352158526,1.708,553,553,372,372,563
adjourn,1.344599312,2.153039834,1.347883955,2.055001362,1.201,88,88,480,480,91
adjourned,1.30545455,1.865963194,,,1.36,434,434,,,447
adjournment,1.28726132,2.06189415,1.238396931,2.061619515,1.235,149,149,149,149,151
adjudge,,,1.539979096,2.570625039,,,,92,92,
adjudged,1.567578743,2.369245248,,,1.598,88,88,,,89
adjudicate,1.229720897,2.011654855,1.278369131,2.239687708,1.254,59,59,106,106,59
adjudication,1.099528768,1.841251042,1.119586274,2.001440942,1.113,140,140,127,127,146
adjudicator,1.211880556,2.0497875,1.264952042,2.230985007,1.179,58,58,67,67,60
adjunct,1.829410504,2.518343916,1.847099095,2.774050189,1.847,134,134,153,153,137
adjust,1.886507348,2.513913874,1.892335085,2.777421311,1.955,885,885,2055,2055,897
adjustable,1.050299731,1.799803903,1.069676297,2.022205704,1.151,267,267,244,244,271
adjusted,1.893021504,2.575820739,1.707157109,2.535643357,1.948,979,979,83,83,991
adjuster,,,1.158014028,2.312476127,,,,53,53,
adjusting,1.861784271,2.430206197,,,1.946,472,472,,,480
adjustment,1.690591935,2.530577301,1.77939384,2.739049514,1.729,1017,1017,1389,1389,1035
adjustments,1.797767386,2.495217599,,,1.835,581,581,,,586
adjusts,1.470972945,2.226627996,,,1.581,82,82,,,84
adjutant,0.849597218,1.19842407,0.81850068,1.501786184,0.877,79,79,75,75,81
adler,1.555272501,2.01346158,1.514691059,2.28273319,1.64,75,75,73,73,76
admin,1.264037031,1.981277377,1.24216703,2.132059696,1.297,75,75,72,72,78
administer,1.835369997,2.423126412,1.911921172,2.738629931,1.895,469,469,1475,1475,479
administered,1.917841085,2.6426663,1.758864941,2.83912378,1.922,877,877,64,64,899
administering,1.883549527,2.418347734,,,1.944,280,280,,,288
administers,1.589689519,2.25944039,,,1.665,76,76,,,77
administration,1.813414458,2.45894893,1.809481954,2.562123344,1.861,4307,4307,3998,3998,4404
administrations,1.461646669,2.093966743,,,1.469,349,349,,,352
administrative,1.707776981,2.354195778,1.73508091,2.503092849,1.755,2473,2473,2252,2252,2524
administratively,1.720330619,2.35433098,1.661404034,2.502848005,1.705,83,83,80,80,84
administrator,1.719442818,2.291656534,1.757084894,2.496883568,1.816,518,518,999,999,534
administrators,1.658790691,2.240420829,,,1.702,617,617,,,627
admirable,1.700015802,1.968063982,1.707100525,2.347222858,1.884,438,438,425,425,450
admirably,1.694833816,2.044107568,1.666817068,2.376895083,1.855,231,231,228,228,235
admiral,1.226723906,1.735818859,1.251702361,2.082475016,1.28,422,422,415,415,430
admirals,1.192178086,1.704926278,,,1.205,96,96,,,97
admiralty,1.096418516,1.664156049,1.074010423,1.90906859,1.231,210,210,200,200,212
admiration,1.64050239,1.695470071,1.635429422,2.177398195,1.807,852,852,829,829,866
admire,1.63782577,1.679075955,1.574117466,2.059938587,1.807,667,667,1712,1712,675
admired,1.546881187,1.640178322,1.498974962,2.059363824,1.724,1001,1001,49,49,1018
admirer,1.457401145,1.570735125,1.495372638,2.065371343,1.638,215,215,412,412,219
admirers,1.490553241,1.708910115,,,1.678,228,228,,,230
admires,1.339502855,1.515857434,,,1.507,85,85,,,86
admiring,1.566692709,1.425283757,1.602510772,2.029311921,1.68,313,313,160,160,319
admiringly,1.371908127,1.137996311,1.358529619,1.686224121,1.499,88,88,85,85,89
admissibility,0.953530836,1.636822061,0.988514586,1.796115179,0.97,79,79,70,70,80
admissible,1.140874739,1.838643079,1.146690276,2.009876857,1.153,137,137,121,121,140
admission,1.808919453,2.492982898,1.774011141,2.654649145,1.776,1558,1558,1639,1639,1602
admissions,1.427387605,2.381403506,,,1.397,363,363,,,372
admit,1.794492073,1.883796472,1.775490076,2.35541741,1.937,2942,2942,7466,7466,2989
admits,1.553553411,1.948156974,,,1.755,1125,1125,,,1139
admittance,1.817623931,2.062350303,1.754647649,2.352547035,1.928,53,53,55,55,53
admitted,1.747276187,2.106469443,,,1.908,4440,4440,,,4512
admittedly,1.805842366,2.182258261,1.795829737,2.527624418,1.997,628,628,617,617,635
admitting,1.782426314,2.038945575,1.600626923,2.16371656,1.948,560,560,83,83,567
adml,0.803140053,1.267528353,0.748865043,1.147037585,0.91,84,84,80,80,85
admonish,,,1.657094921,2.175280955,,,,124,124,
admonished,1.72666798,1.715210245,,,1.763,79,79,,,80
admonition,,,1.487365641,2.187503547,,,,63,63,
ado,1.61288781,1.712720337,1.545666539,2.050239818,1.779,91,91,92,92,92
adobe,0.809304252,1.377827667,0.740064472,1.357097439,0.777,109,109,99,99,110
adolescence,1.343890095,1.906211591,1.30127524,2.00093525,1.362,352,352,333,333,355
adolescent,1.46573679,1.849892384,1.465582487,2.174409404,1.499,434,434,575,575,439
adolescents,1.394371782,2.091869991,,,1.382,237,237,,,239
adolf,1.275532674,1.814119386,1.24936375,2.08734716,1.29,115,115,113,113,117
adolph,1.059995638,1.113029273,1.025816055,1.368361732,1.09,60,60,44,44,62
adonis,1.33313786,1.767071919,1.279804517,2.030906257,1.37,46,46,49,49,47
adopt,1.997973774,2.504017407,2.02987565,2.763025674,2.072,2081,2081,5883,5883,2124
adopted,2.020715937,2.54502932,1.617513263,2.260652589,2.102,4247,4247,239,239,4315
adopters,,,,,0.81,,,,,40
adopting,2.00230519,2.50936976,,,2.094,736,736,,,753
adoption,1.847387721,2.5626451,1.846783986,2.701429588,1.87,1046,1046,999,999,1062
adoptive,0.905535976,1.68697822,1.055660758,1.938115626,0.941,78,78,67,67,82
adopts,1.775839708,2.449511348,,,1.878,274,274,,,275
adorable,1.374722639,1.442325092,1.27622966,1.86266376,1.427,53,53,53,53,53
adoration,1.427109742,1.699503321,1.384879255,2.067438161,1.525,128,128,123,123,133
adore,1.373303274,1.380996771,1.356686582,1.777787801,1.453,136,136,428,428,137
adored,1.361266952,1.248173073,,,1.453,272,272,,,276
adores,1.304119694,1.202292881,,,1.443,56,56,,,56
adoring,1.444804096,1.428391909,1.383016594,1.713107378,1.543,91,91,82,82,92
adorn,1.630108906,2.021001629,1.520884238,2.189562223,1.799,90,90,378,378,92
adorned,1.429069283,1.866621494,,,1.561,243,243,,,245
adornment,,,1.292293877,2.112146905,,,,60,60,
adorno,0.583258492,1.145022394,0.62183733,1.322816673,0.57,51,51,41,41,52
adrenalin,1.402075952,1.61725138,1.316348402,1.749106065,1.541,233,233,222,222,235
adrenaline,1.176642085,2.116859023,1.221525875,2.211004977,1.049,61,61,57,57,61
adrian,1.375104181,1.769540375,1.285561436,1.878597732,1.64,583,583,556,556,596
adriatic,0.913696578,1.916667922,0.956930762,2.1000791,0.95,109,109,107,107,110
adrift,1.481638868,1.834206735,1.398207133,2.020857218,1.744,190,190,183,183,196
ads,1.242386889,1.74643046,,,1.356,323,323,,,334
adt,0.830939358,1.351477319,0.78174405,1.328028257,1.02,53,53,47,47,54
adulation,1.422110007,1.564877904,1.49866116,2.024555539,1.605,94,94,87,87,95
adult,1.726032099,2.40292695,1.750575379,2.598755342,1.704,3073,3073,4103,4103,3135
adultery,1.267838572,1.59748591,1.262377172,1.858355773,1.294,190,190,188,188,196
adulthood,1.380621294,2.008904863,1.325864441,2.131036296,1.407,247,247,237,237,249
adults,1.650826894,2.287635325,,,1.673,2214,2214,,,2272
advance,2.013150201,2.414602206,2.017456752,2.732142338,2.123,3657,3657,5604,5604,3731
advanced,1.933917249,2.576787611,1.756044864,2.674443264,2.036,3636,3636,2136,2136,3718
advancement,1.691435132,2.208874519,1.706706132,2.402321984,1.743,444,444,442,442,453
advances,1.892348548,2.472155722,,,1.975,1090,1090,,,1120
advancing,1.7101671,2.220955251,1.626395053,2.533374416,1.838,543,543,312,312,548
advantage,2.062387728,2.456439799,2.031146473,2.809520717,2.192,5753,5753,6975,6975,5861
advantaged,1.430162969,1.995215443,,,1.441,53,53,,,55
advantageous,1.960888723,2.619320676,1.919935926,2.848108168,1.962,332,332,331,331,341
advantages,1.936397367,2.48833892,,,1.984,2300,2300,,,2345
advent,1.915396595,2.442011753,1.920196205,2.727986304,2.026,677,677,648,648,693
adventure,1.509812575,1.766695713,1.470617216,1.99632819,1.619,1104,1104,1376,1376,1126
adventurer,1.420865407,1.707707723,1.320165544,1.974114382,1.55,105,105,200,200,105
adventurers,1.021156674,1.583280207,,,1.061,137,137,,,139
adventures,1.41858683,1.689526189,,,1.542,439,439,,,450
adventurous,1.638311543,2.039953241,1.633262791,2.326531495,1.832,396,396,388,388,411
adverb,0.620412927,1.259227256,0.73664026,1.484448663,0.499,46,46,85,85,47
adverbs,0.668198607,1.242310241,,,0.6,62,62,,,63
adversarial,1.445064679,2.127736827,1.483941425,2.303618151,1.44,103,103,100,100,111
adversaries,1.641212786,2.187373624,,,1.741,101,101,,,103
adversary,1.502035398,2.06230623,1.606662009,2.449968029,1.637,185,185,273,273,191
adverse,1.882771471,2.553672388,1.864349088,2.74777862,1.91,929,929,872,872,945
adversely,1.927583471,2.669901389,1.918475469,2.886828132,1.912,358,358,340,340,366
adversity,1.651932392,1.954887438,1.613405726,2.237742789,1.813,141,141,146,146,144
advert,1.458719376,1.743005426,1.455477183,1.993251734,1.659,240,240,409,409,244
advertise,1.642053363,2.169675197,1.737022939,2.373186256,1.721,365,365,1070,1070,371
advertised,1.80327625,2.180436586,1.624291338,2.364043893,1.877,588,588,71,71,602
advertisement,1.681491605,2.104737751,1.676345782,2.370298689,1.724,688,688,1120,1120,700
advertisements,1.534524834,2.165424329,,,1.564,642,642,,,660
advertiser,1.327763726,2.046897714,1.203273289,2.020698542,1.386,100,100,259,259,104
advertisers,1.009444917,1.69758273,,,1.121,191,191,,,202
advertising,1.406254924,2.090702824,1.463443401,2.230189111,1.454,2072,2072,1696,1696,2134
adverts,1.468260537,1.822932421,,,1.608,205,205,,,211
advice,1.872716851,2.314641096,1.851396298,2.553639949,1.953,6247,6247,5571,5571,6419
advisable,1.749669608,2.666225715,1.809795247,3.125281399,1.744,459,459,439,439,470
advise,1.837176962,2.381206071,1.928131094,2.613150707,1.877,1541,1541,3799,3799,1594
advised,1.982409796,2.292141766,1.746242732,2.39128301,2.092,2150,2150,85,85,2195
adviser,1.810722001,2.359951021,1.761706306,2.492969175,1.866,1144,1144,2045,2045,1175
advisers,1.702882839,2.352794603,,,1.702,1258,1258,,,1286
advises,1.802810416,2.265534614,,,1.898,260,260,,,268
advising,1.837488239,2.322555489,,,1.916,513,513,,,524
advisor,1.900415501,2.360035633,1.81465476,2.515676984,1.956,171,171,295,295,178
advisors,1.883926849,2.424743163,,,1.979,148,148,,,150
advisory,1.688582401,2.368716465,1.661833839,2.436537219,1.695,1161,1161,1071,1071,1188
advocacy,1.417295256,2.132970448,1.436099931,2.280726769,1.463,270,270,252,252,283
advocate,1.834801234,2.322044653,1.828666508,2.56398678,1.941,717,717,2040,2040,722
advocated,1.790977721,2.413737758,,,1.827,776,776,,,785
advocates,1.743005976,2.287046663,,,1.813,536,536,,,547
advocating,1.788991765,2.350358046,,,1.863,306,306,,,312
ae,1.455493905,2.294452273,1.54720925,2.667947018,1.45,57,57,53,53,59
aea,0.774807063,1.411300139,0.694272076,1.372589519,0.8,80,80,57,57,85
aegean,0.988112756,1.790535498,1.033982075,2.014840943,1.02,129,129,122,122,131
aegis,1.736360827,2.338882207,1.696346264,2.528119852,1.799,134,134,130,130,135
aeon,,,1.183884346,1.929385617,,,,71,71,
aeons,1.117468464,1.599928151,,,1.21,57,57,,,58
aeration,0.462995024,0.979655622,0.426301269,0.945025572,0.459,55,55,52,52,58
aerial,1.54816834,2.186057404,1.555566995,2.341459631,1.676,485,485,506,506,493
aerials,1.256255196,1.745720591,,,1.31,60,60,,,62
aero,0.840926083,1.556332195,0.805583559,1.579501992,0.94,91,91,85,85,94
aerobatic,0.543600811,1.251256089,0.60099038,1.433164241,0.611,61,61,84,84,61
aerobatics,0.71303661,1.484271933,,,0.768,52,52,,,52
aerobic,1.070236525,2.037052693,1.220959167,2.259510167,1.031,104,104,151,151,107
aerobics,0.945119686,1.803264191,0.949741962,1.933436502,0.966,154,154,82,82,160
aerodrome,0.773899442,1.535440829,0.700068678,1.490142868,0.878,92,92,95,95,92
aerodynamic,0.850398205,1.629260111,0.838623907,1.727358198,0.916,80,80,96,96,80
aerodynamics,,,,,0.844,,,,,41
aeronautical,0.720631299,1.415743563,0.670897583,1.465354169,0.81,55,55,53,53,56
aeronautics,1.164409309,1.924729271,1.12395484,1.963177175,1.163,64,64,62,62,69
