"","id","title","n_words","n_tokens","n_w","n_c","n_s","publication_date","text_type","context","respondent_age","respondent_class","respondent_sex","interaction_type","region","author_age","author_domicile","author_sex","author_type","audience_age","domain","difficulty","medium","publication_place","sampling_type","circulation","audience_sex","availability","mode","derived_type","genre"
"3976","KNW","3 conversations recorded by `727' (PS4YL) [dates unknown] with 4 interlocutors, totalling 117 s-units, 1120 words (duration not recorded).",1180,1364,1196,143,117,"1985-1993","spoken_demographic","---","0-14","unknown","unknown","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3977","KNY","9 conversations recorded by `Alex' (PS4YX) between [date unknown] and ?? ?? 1993 with 7 interlocutors, totalling 2413 s-units, 13924 words, and over 56 minutes 54 seconds of recordings.",14869,18436,14975,2991,2322,"1985-1993","spoken_demographic","---","0-14","unknown","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3978","KP0","8 conversations recorded by `Alistair' (PS50D) [dates unknown] with 6 interlocutors, totalling 1081 s-units, 7387 words (duration not recorded).",7869,9336,7933,1123,1081,"1985-1993","spoken_demographic","---","15-24","unknown","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3979","KP1","28 conversations recorded by `Arthur2' (PS50T) between 27 February and 2 March 1992 with 7 interlocutors, totalling 9863 s-units, 66500 words (duration not recorded).",70998,81091,71460,9101,9864,"1985-1993","spoken_demographic","---","35-44","C1","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3980","KP2","11 conversations recorded by `Carla' (PS513) [dates unknown] with 8 interlocutors, totalling 1078 s-units, 8570 words, and 1 hour 23 minutes 38 seconds of recordings.",9187,10522,9241,1130,1078,"1985-1993","spoken_demographic","---","0-14","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3981","KP3","17 conversations recorded by `Caroline' (PS51F) on ?? ?? 1993 with 9 interlocutors, totalling 2901 s-units, 17457 words, and over 2 hours 22 minutes 47 seconds of recordings.",18631,22480,18748,2925,2902,"1985-1993","spoken_demographic","---","0-14","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3982","KP4","17 conversations recorded by `Cassie' (PS51S) between [date unknown] and ?? ?? 1993 with 9 interlocutors, totalling 4375 s-units, 32640 words, and over 4 hours 50 minutes 18 seconds of recordings.",34712,40905,35054,4713,4378,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3983","KP5","4 conversations recorded by `Catherine' (PS527) on 16 October 1993 with 3 interlocutors, totalling 4101 s-units, 21997 words, and 1 hour 37 minutes 51 seconds of recordings.",23378,28736,23569,4914,4101,"1985-1993","spoken_demographic","---","15-24","C1","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3984","KP6","10 conversations recorded by `Catriona' (PS52C) on ?? ?? 1993 with 9 interlocutors, totalling 3658 s-units, 33704 words, and over 1 hour 20 minutes 19 seconds of recordings.",36058,41691,36312,4712,3659,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3985","KP7","4 conversations recorded by `Chris3' (PS52N) on 3 April 1992 with 9 interlocutors, totalling 374 s-units, 1806 words, and over 17 minutes 36 seconds of recordings.",1938,2406,1949,348,374,"1985-1993","spoken_demographic","---","35-44","C2","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3986","KP8","7 conversations recorded by `Christopher' (PS52T) between 30 January and 8 February 1992 with 6 interlocutors, totalling 3884 s-units, 20442 words, and 2 hours 1 minute 42 seconds of recordings.",21826,26974,21951,4847,3884,"1985-1993","spoken_demographic","---","25-34","AB","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3987","KP9","10 conversations recorded by `Craig' (PS532) [dates unknown] with 9 interlocutors, totalling 1211 s-units, 6496 words (duration not recorded).",6963,8466,7002,1385,1211,"1985-1993","spoken_demographic","---","0-14","AB","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3988","KPA","20 conversations recorded by `Danny' (PS53C) [dates unknown] with 9 interlocutors, totalling 3734 s-units, 26892 words (duration not recorded).",28263,33060,28505,3595,3735,"1985-1993","spoken_demographic","---","0-14","AB","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3989","KPB","5 conversations recorded by `Eddie' (PS540) [dates unknown] with 3 interlocutors, totalling 620 s-units, 2738 words (duration not recorded).",2903,3766,2922,837,620,"1985-1993","spoken_demographic","---","15-24","AB","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3990","KPC","1 conversation recorded by `Frances' (PS543) between 2 April 1991 and [date unknown] with 4 interlocutors, totalling 467 s-units, 1997 words (duration not recorded).",2156,2703,2161,452,467,"1985-1993","spoken_demographic","---","25-34","AB","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3991","KPD","5 conversations recorded by `Gary' (PS549) on 30 January 1992 with 5 interlocutors, totalling 806 s-units, 4826 words, and 42 minutes 17 seconds of recordings.",5120,6267,5141,1028,806,"1985-1993","spoken_demographic","---","35-44","C2","male","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3992","KPE","17 conversations recorded by `Grace' (PS54G) [dates unknown] with 7 interlocutors, totalling 3199 s-units, 15481 words, and over 1 hour 57 minutes 59 seconds of recordings.",16750,21200,16825,3411,3201,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3993","KPF","22 conversations recorded by `Jock' (PS54T) [dates unknown] with 6 interlocutors, totalling 538 s-units, 3817 words (duration not recorded).",4041,4920,4077,626,538,"1985-1993","spoken_demographic","---","15-24","AB","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3994","KPG","39 conversations recorded by `Josie' (PS555) [dates unknown] with 34 interlocutors, totalling 6802 s-units, 42330 words, and over 59 minutes 42 seconds of recordings.",45229,55549,45527,9085,6804,"1985-1993","spoken_demographic","---","0-14","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3995","KPH","7 conversations recorded by `Kath' (PS55T) on ?? ?? 1993 with 4 interlocutors, totalling 1692 s-units, 11244 words, and 1 hour 0 minutes 26 seconds of recordings.",12070,14325,12136,1831,1694,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3996","KPJ","7 conversations recorded by `Katriane' (PS560) on 31 January 1992 with 3 interlocutors, totalling 575 s-units, 3559 words, and 25 minutes 53 seconds of recordings.",3778,4617,3801,731,575,"1985-1993","spoken_demographic","---","15-24","C1","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3997","KPK","4 conversations recorded by `Kitty' (PS563) between 16 and 19 October 1993 with 9 interlocutors, totalling 1962 s-units, 4901 words, and 1 hour 56 minutes 46 seconds of recordings.",5256,6455,5292,1092,982,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3998","KPL","4 conversations recorded by `Leon' (PS56D) [dates unknown] with 4 interlocutors, totalling 866 s-units, 5577 words (duration not recorded).",5936,7520,5958,1369,868,"1985-1993","spoken_demographic","---","0-14","AB","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3999","KPM","5 conversations recorded by `Madge' (PS56M) between 8 and 9 April 1992 with 8 interlocutors, totalling 1399 s-units, 9081 words, and 56 minutes 17 seconds of recordings.",9682,11653,9740,1617,1399,"1985-1993","spoken_demographic","---","60+","C1","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"4000","KPN","6 conversations recorded by `Marion' (PS571) [dates unknown] with 9 interlocutors, totalling 599 s-units, 3734 words (duration not recorded).",3968,4806,3986,770,599,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"4001","KPP","8 conversations recorded by `Matthew' (PS57A) [dates unknown] with 7 interlocutors, totalling 1319 s-units, 7616 words (duration not recorded).",8112,10043,8142,1427,1320,"1985-1993","spoken_demographic","---","0-14","AB","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"4002","KPR","5 conversations recorded by `Monica' (PS57L) on 19 October 1993 with 4 interlocutors, totalling 1980 s-units, 9604 words, and over 1 hour 26 minutes 56 seconds of recordings.",10260,12820,10319,2335,1981,"1985-1993","spoken_demographic","---","15-24","C1","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"4003","KPS","1 conversation recorded by `Pamela2' (PS57P) [dates unknown] with 2 interlocutors, totalling 13 s-units, 66 words (duration not recorded).",70,90,70,15,13,"1985-1993","spoken_demographic","---","15-24","DE","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
